subject,relation,object,topic,old_index
book,have,stuff,1,13868
Innovation,is,thing,1,13869
Innovation,is,great,1,13870
Innovation,is,great thing,1,13871
thing,have,company,1,13872
authors,lead,reader,1,13873
authors,lead reader through,process,1,13874
core,has,question,1,13875
core,is at,question,1,13876
I,'ve become Through,my reviewing activities,1,13878
I,'ve become,fan of Jeffrey Gitomer 's Little Book series,1,13879
I,'ve become,fan,1,13880
reviewing,'ve,activities,1,13881
introduction,is,objective,1,13882
Islam,has,introduction,1,13883
Islam,is at,introduction,1,13884
Islam,written,introduction,1,13885
Islam,written,objective,1,13886
finance,has,book,1,13887
finance,is at,book,1,13888
strategies presented,are,actionable,1,13889
strategies,presented in,book,1,13890
strategies presented,are,extremely actionable,1,13891
book,are,actionable,1,13892
words,can make,things better worse,1,13893
book,is source,to make,1,13894
book,is good source,to make,1,13895
words,can make,things worse,1,13896
book,has,information,1,13897
I,had,trouble imagining,1,13898
I,had,trouble,1,13899
Gustav Hasford,has,Shorttimers,1,13900
Tim O'Brien,has,Things,1,13901
I,'ve read,Gustav Hasford 's Shorttimers,1,13902
I,'ve,Shorttimers,1,13903
book,reminds,me,1,13905
I,love,book,1,13906
I,love,book,1,13907
I,found,it,1,13908
Nobles,were,reviews,1,13909
Nobles,were,pricier,1,13910
Nobles,were,competitors,1,13911
thick book,is with,tiny print,1,13912
book,is,thick,1,13913
book,is,print,1,13914
book,is,tiny,1,13915
I,had,book,1,13916
I,learned,Java,1,13917
Java,had,I,1,13918
Java,had,book,1,13919
new ideas,is in,book,1,13920
insights,is,new,1,13921
I,was,new,1,13922
I,was,insights,1,13923
I,was,book,1,13924
book,Written in,change management,1,13925
book,should,should required,1,13926
book,Written by,talented authorities,1,13927
book,Written in,change management re-engineering,1,13928
book,Written by,authorities,1,13929
book,Written by,most talented authorities,1,13930
authorities,is,talented,1,13931
applying analysis methods,is,no longer sufficient,1,13932
basic analysis methods,is,no longer sufficient,1,13933
basic technical analysis methods,is,no longer sufficient,1,13934
applying technical analysis methods,is,sufficient,1,13935
basic technical analysis methods,is,sufficient,1,13936
basic analysis methods,is,sufficient,1,13937
applying basic technical analysis methods,is,longer sufficient,1,13938
technical analysis methods,is,longer sufficient,1,13939
analysis methods,is,longer sufficient,1,13940
applying basic analysis methods,is,sufficient,1,13941
analysis methods,is,no longer sufficient,1,13942
applying basic technical analysis methods,is,no longer sufficient,1,13943
technical analysis methods,is,sufficient,1,13944
applying basic analysis methods,is,longer sufficient,1,13945
analysis methods,is,sufficient,1,13946
applying analysis methods,is,sufficient,1,13947
applying basic analysis methods,is,no longer sufficient,1,13948
technical analysis methods,is,no longer sufficient,1,13949
applying analysis methods,is,longer sufficient,1,13950
applying basic technical analysis methods,is,sufficient,1,13951
applying technical analysis methods,is,no longer sufficient,1,13952
basic technical analysis methods,is,longer sufficient,1,13953
basic analysis methods,is,longer sufficient,1,13954
applying technical analysis methods,is,longer sufficient,1,13955
philosophy,is,basic,1,13956
Trader,is,analysis,1,13957
Trader,is,technical,1,13958
Trader,is,methods,1,13959
Trader,is,sufficient,1,13960
you,can outsmart,market,1,13961
?,outsmart,you,1,13962
?,outsmart,market,1,13963
You,might get,lucky,1,13964
book,is full of,statements,1,13965
book,is,full,1,13966
book,is full of,general statements,1,13967
book,is full of,statements of thumb,1,13968
book,is full of,general statements of thumb,1,13969
Mark Zandi 's Shock,delivers on,its promise,1,13970
Mark Zandi,has,Financial Shock,1,13971
Mark Zandi 's Financial Shock,delivers on,its promise,1,13972
original issue,was,when published by Prentice Hall in early 1980s,1,13973
I,bought,book,1,13974
issue,was,published by Prentice Hall in 1980s,1,13975
issue,was,when published by Prentice Hall in early 1980s,1,13976
original issue,was,when published by Prentice Hall in 1980s,1,13977
original issue,was,published by Prentice Hall in early 1980s,1,13978
original issue,was published by,Prentice Hall,1,13979
issue,was,when published by Prentice Hall in 1980s,1,13980
issue,was published by,Prentice Hall,1,13981
original issue,was,when published by Prentice Hall,1,13982
issue,was,published by Prentice Hall in early 1980s,1,13983
issue,was,when published by Prentice Hall,1,13984
original issue,was,published by Prentice Hall in 1980s,1,13985
issue,was,early,1,13986
issue,was,1980s,1,13987
people,do,politics,1,13988
we,hate,school,1,13989
we,hate,phonies,1,13990
scum,is,yuppy,1,13991
I,read book at_time,today,1,13992
years,is,many,1,13993
years,know,I,1,13994
years,know,many,1,13995
book,is,short,1,13996
book,is,founding,1,13997
book,is,classics,1,13998
movies,is,several,1,13999
I,have decided,that,1,14000
I,have recently decided,that,1,14001
me,decided,I,1,14002
me,decided,friends,1,14003
me,decided,funny,1,14004
me,decided,family,1,14005
I,disliked,book,1,14006
I,disliked,book,1,14007
Elie,has,things,1,14008
Elie,is at,things,1,14009
Part,dislike,book,1,14010
n't,dislike,Part,1,14011
n't,dislike,book,1,14012
I,re-read at_time,few years,1,14013
I,get something at_time,time,1,14014
years,is,few,1,14015
time,get,new,1,14016
time,get,something,1,14017
title,is,silly,1,14018
Jack Legs Diamond,captured Roaring Twenties during,Prohibition,1,14019
Jack Legs Diamond,captured,imagination,1,14020
Jack Legs Diamond,captured,imagination of public,1,14021
Jack Legs Diamond,captured,Roaring Twenties,1,14022
Jack Legs Diamond,captured imagination during,Prohibition,1,14023
life,captured,thief,1,14024
life,captured,bootlegger,1,14025
It,has,wonder,1,14026
selected author Judith Guest,headed for,oblivion,1,14027
selected author Judith Guest novel,headed as,his freshman project,1,14028
he,forayed into,field,1,14029
author Judith Guest novel,headed for,oblivion,1,14030
selected author Judith Guest novel,headed for,oblivion,1,14031
author Judith Guest novel,headed as,his freshman project,1,14032
author Judith Guest,headed as,his freshman project,1,14033
selected author Judith Guest,headed as,his freshman project,1,14034
It,has,little wonder,1,14035
he,forayed into,field of directing,1,14036
author Judith Guest,headed for,oblivion,1,14037
wonder,is,little,1,14038
I,read book for,upcoming book group,1,14040
I,read,book,1,14041
I,read book for,book group,1,14042
I,read,book,1,14043
I,read,upcoming,1,14044
I,read,group,1,14045
narrator,is,professor,1,14046
narrator,is professor of,Hitler Studies,1,14047
program,created,American,1,14048
Kesey,has,life,1,14049
collection,is,full,1,14050
collection,is full of,surprises,1,14051
writings,has,collection,1,14052
writings,is at,collection,1,14053
I,finished,it,1,14054
I,leave,book,1,14055
it,leave,It,1,14056
it,leave,book,1,14057
My book,is,Kurlansky 's Salt,1,14058
My favorite book,is in,category of history,1,14059
My favorite book,is,Kurlansky 's Salt,1,14060
Kurlansky,has,Salt,1,14061
book,is,favorite,1,14062
book,is,category,1,14063
book,is,history,1,14064
John Keegan,has turned,his formidable talent,1,14065
John Keegan,has turned,his talent,1,14066
They,are,good,1,14067
read,is,good,1,14068
They,are,good,1,14069
They,are,read,1,14070
They,are,lot,1,14071
They,are,wordy,1,14072
it,looked,brand new,1,14073
Book,was,supposed,1,14074
it,looked,new,1,14075
shape,was,new,1,14076
I,be,book,1,14077
I,be,boring,1,14078
!!,put,you,1,14079
!!,put,able,1,14080
I,got,book,1,14081
I,got book as,gift,1,14082
I,got book as,sweet gift,1,14083
I,got book as,sweet gift from my boyfriend,1,14084
I,got book as,gift from my boyfriend,1,14085
I,got,book,1,14086
I,got,sweet,1,14087
I,got,gift,1,14088
Fernand Braudel,died in,Paris,1,14089
Fernand Braudel,was born in,France,1,14090
Fernand Braudel,died in,1985,1,14091
Fernand Braudel,was born in,1902,1,14092
Fernand Braudel,was,born in 1902 in northwestern Lorraine,1,14093
Fernand Braudel,was born in,Lorraine,1,14094
Fernand Braudel,was born in,northwestern Lorraine,1,14095
Fernand Braudel,was,born,1,14096
Fernand Braudel,was,born in 1902 in Lorraine,1,14097
1985,was,northwestern,1,14098
lynch,get,It,1,14099
lynch,get,better,1,14100
across,overrated,book,1,14101
wesley,has,genius,1,14102
wesley,has,same,1,14103
wesley,has,sense,1,14104
wesley,has,delight,1,14105
Cantor,has,dilemma,1,14106
book,is,little,1,14107
I,read,it,1,14108
memories,were,when of fresher,1,14109
memories,were,when fresher,1,14110
memories,were,fresher,1,14111
memories,were,of fresher,1,14112
regret,is,only,1,14113
regret,was,memories,1,14114
regret,was,#,1,14115
regret,was,fresher,1,14116
book,is,fantastic,1,14117
My husband,was,helicopter pilot in Vietnam,1,14119
My husband,belongs to,Vietnam Helicopter Pilot Association,1,14120
My husband,was,helicopter pilot,1,14121
helicopter pilot,is in,Vietnam,1,14122
It,'s,story,1,14123
you,should,you have read,1,14124
you,should,you have never read,1,14125
you,should,If you have never read,1,14126
you,should,If you have read,1,14127
should,read,you,1,14128
Red Pony,is,episodic novella,1,14129
Red Pony,is,novella,1,14130
Pony,is,episodic,1,14131
book,is meaningful,if you have lived past middle age,1,14132
success,was source of,destruction,1,14133
book,is especially meaningful,if you have lived,1,14134
success,was,also source,1,14135
that source,is in,your life,1,14136
book,is especially meaningful,you have lived,1,14137
success,was source in,your life,1,14138
book,is meaningful,if you have lived,1,14139
book,is especially meaningful,if you have lived past middle age,1,14140
success,was also source of,destruction,1,14141
you,have lived past,age,1,14142
book,is especially meaningful,you have lived past age,1,14143
you,realize in,end,1,14144
book,is meaningful,you have lived,1,14145
you,realize,irony,1,14146
book,is meaningful,you have lived past age,1,14147
book,is,meaningful,1,14148
success,was,source,1,14149
success,was,also source of destruction in your life,1,14150
success,is in,struggle,1,14151
book,is meaningful,if you have lived past age,1,14152
book,is meaningful,you have lived past middle age,1,14153
success,was also source in,your life,1,14154
book,is especially meaningful,you have lived past middle age,1,14155
success,was,source of destruction in your life,1,14156
you,have lived past,middle age,1,14157
book,is especially meaningful,if you have lived past age,1,14158
you,realize irony in,end,1,14159
book,is,especially meaningful,1,14160
drag,was,Decades lined with canneries,1,14161
drag,was,lined,1,14162
main drag,was,lined,1,14163
drag,was,Decades ago lined with canneries,1,14164
main drag,was,Decades ago lined,1,14165
drag,was,Decades ago lined,1,14166
drag,was,lined with canneries,1,14167
drag,was,Decades lined,1,14168
main drag,was,Decades lined with canneries,1,14169
main drag,was,Decades lined,1,14170
main drag,was,lined with canneries,1,14171
main drag,was,Decades ago lined with canneries,1,14172
Decades,is at,drag,1,14173
Decades,was,main,1,14174
Decades,was,drag,1,14175
Decades,was,canneries,1,14176
Thursday,is,bizarre puzzle,1,14178
Man,is,bizarre,1,14179
Man,is,bizarre puzzle,1,14180
Thursday,is,fantastic bizarre puzzle,1,14181
Thursday,is,fantastic puzzle,1,14182
Man,is,fantastic,1,14183
Man,is,puzzle,1,14184
Thursday,is,fantastic,1,14185
Thursday,is,bizarre,1,14186
Thursday,is,puzzle,1,14187
Man,is,fantastic puzzle,1,14188
Man,is,fantastic bizarre puzzle,1,14189
to faith,is in,end,1,14190
Chesterton,is at,novel,1,14191
novel,seems,faith,1,14192
novel,seems,end,1,14193
it,is old favorite of,mine,0,14194
west,used,to be,0,14195
wild west,used,to be,0,14196
it,is old,mine,0,14197
it,bought,memories,0,14198
it,is,old favorite,0,14199
it,is favorite of,mine,0,14200
it,bought back,memories,0,14201
it,is,favorite,0,14202
favorite,is,old,0,14203
mine,has,favorite,0,14204
mine,is at,favorite,0,14205
mine,bought,wild,0,14206
mine,bought,memories,0,14207
it,be,boring,1,14208
it,be boring to,status quo,1,14209
Classic,think,boring,1,14210
Classic,think,unchallenging,1,14211
Classic,think,status,1,14212
Classic,think,quo,1,14213
I,was,teenager,1,14214
I,was,when teenager,1,14215
years,is,Many,1,14216
teenager,read,sEnemies,1,14217
it,is,compelling,1,14218
it,is,quite compelling,1,14219
Arthur Miller 's tragic hero,is in,his play Death of Salesman,1,14220
I,was reading there,Winter of Our Discontent,1,14221
Arthur Miller,has,tragic hero in play Death of Salesman,1,14222
I,was reading,Winter of Our Discontent,1,14223
I,was reading there,Winter,1,14224
I,was reading,Winter,1,14225
I,was,Discontent,1,14226
I,was,tragic,1,14227
I,was,something,1,14228
I,saw,Hannah Arendt 34,1,14230
I,saw,movie 34,1,14231
despot,is in,Frank Norris 's forceful novel,1,14232
He,searched for,true romance,1,14233
transport,sucks,life,1,14234
He,found,grain rates,1,14235
despot,is,Railroad Cy,1,14236
He,searched for,romance,1,14237
transport,sucks life out,farmers,1,14238
despot,is at,octopus,1,14239
remote farm,is in,Sussex,1,14240
orphaned 20 year old Flora moves,is with,in distant relatives living on remote farm in Sussex,1,14241
